sentence_id,year,month,year_month,source,period,sentence,sentiment_label,sentiment_score,confidence
00034,2016,08,2016-08,bbc_news_tv,control,i mentioned earlier you live pardon for interrupting.,positive,1,0.9831079244613647
00035,2016,08,2016-08,bbc_news_tv,control,we ran talk to a terrorism could not be ruled out.,positive,1,0.968359649181366
00036,2016,08,2016-08,bbc_news_tv,control,i am ready to go.,positive,1,0.9985705614089966
00037,2016,08,2016-08,bbc_news_tv,control,the police came in an interview people.,negative,-1,0.9941537976264954
00038,2016,08,2016-08,bbc_news_tv,control,we can enquiry for us to explore.,positive,1,0.9967812299728394
00039,2016,08,2016-08,bbc_news_tv,control,good morning from london news.,positive,1,0.998515784740448
00040,2016,08,2016-08,bbc_news_tv,control,it will obviously adds to a sense of anxiety for many.,negative,-1,0.9938110709190369
00041,2016,08,2016-08,bbc_news_tv,control,feel better for it?,positive,1,0.9983458518981934
00042,2016,08,2016-08,bbc_news_tv,control,"while there has been a lot of controversy surrounding the mall golfers, it is not put the women.",positive,1,0.9936093091964722
00043,2016,08,2016-08,bbc_news_tv,control,they asked people to stay ralm.,positive,1,0.9942331910133362
00044,2016,08,2016-08,bbc_news_tv,control,early indications suggest mental health was a significant factor in this case.,positive,1,0.9887780547142029
00045,2016,08,2016-08,bbc_news_tv,control,this time i am more levelheaded.,positive,1,0.9924716949462891
00046,2016,08,2016-08,bbc_news_tv,control,"by the time we get to saturday, we are looking at rain across northern ireland and western scotland.",negative,-1,0.9963352680206299
00047,2016,08,2016-08,bbc_news_tv,control,"good morning again, today’s weather is pretty good.",positive,1,0.9987902045249939
00048,2016,08,2016-08,bbc_news_tv,control,she was an inspiration for so many people.,positive,1,0.9986456036567688
00049,2016,08,2016-08,bbc_news_tv,control,"one witness said he was screaming his guts out, as he said it.",negative,-1,0.9977676868438721
00050,2016,08,2016-08,bbc_news_tv,control,"through the day those shower clouds will build across parts of wales, the midlands, and on towards east anglia.",positive,1,0.9912148714065552
00051,2016,08,2016-08,bbc_news_tv,control,look at this little darling.,positive,1,0.9981030225753784
00052,2016,08,2016-08,bbc_news_tv,control,i will be taking you through the day because of the morning.,positive,1,0.9982733726501465
00053,2016,08,2016-08,bbc_news_tv,control,and i am so glad you got to say the name of it and not me.,positive,1,0.9937459230422974
00054,2016,08,2016-08,bbc_news_tv,control,issues.,negative,-1,0.991719126701355
00055,2016,08,2016-08,bbc_news_tv,control,what i am not sure about is this next thing.,negative,-1,0.999414324760437
00056,2016,08,2016-08,bbc_news_tv,control,the temperatures will be higher as well.,positive,1,0.9975247979164124
00057,2016,08,2016-08,bbc_news_tv,control,there you have it.,negative,-1,0.9948467016220093
00058,2016,08,2016-08,bbc_news_tv,control,but apparently that is not the case and it was a lone wolf attack.,negative,-1,0.9974828362464905
00059,2016,08,2016-08,bbc_news_tv,control,four or five.,positive,1,0.9860692024230957
00060,2016,08,2016-08,bbc_news_tv,control,"however, there were chaotic scenes later when the torch relay was challenged by hundreds of demonstrators angry about the cost of hosting the games.",negative,-1,0.9971866011619568
00061,2016,08,2016-08,bbc_news_tv,control,some of this is quite amusing.,positive,1,0.9407906532287598
00062,2016,08,2016-08,bbc_news_tv,control,standing somewhere very high near an edge.,positive,1,0.9917910099029541
00063,2016,08,2016-08,bbc_news_tv,control,looking warm over the weekend.,positive,1,0.9980960488319397
00064,2016,08,2016-08,bbc_news_tv,control,the general climate of uncertainty is can they go?,negative,-1,0.9892995357513428
00065,2016,08,2016-08,bbc_news_tv,control,they will be vital in the investigation.,positive,1,0.9986153841018677
00066,2016,08,2016-08,bbc_news_tv,control,"into northern england, we have showers, club.",positive,1,0.9985426664352417
00067,2016,08,2016-08,bbc_news_tv,control,hello?,negative,-1,0.9963435530662537
00068,2016,08,2016-08,bbc_news_tv,control,"it hasn’t been established yet that there was any terrorist element, but nevertheless the city is on a state of alert.",negative,-1,0.9946277737617493
00069,2016,08,2016-08,bbc_news_tv,control,tomorrow is looking nice.,positive,1,0.9979602098464966
00070,2016,12,2016-12,bbc_news_tv,control,i hope you’ve that’s it for click this week.,positive,1,0.9977380037307739
00071,2016,12,2016-12,bbc_news_tv,control,"the possibility is that he is being pushed to do this by certain advisers that he is surrounded by in the asia-pacific stop for many years, many foreign policy thinkers in the united states and particularly in the conservative ramp have particularly in the conservative camp have called for the united ramp have called for the united states camp have called for the united states to more aggressively pushed for time and is self determination.",negative,-1,0.9930786490440369
00072,2016,12,2016-12,bbc_news_tv,control,"so after three days on the road, we have made it to santiago.",positive,1,0.9970154762268066
00073,2016,12,2016-12,bbc_news_tv,control,he stood as an independent.,positive,1,0.9979750514030457
00074,2016,12,2016-12,bbc_news_tv,control,"we need to meet now to talk about how we are going to eventually arrive at a peaceful resolution of the situation, and restore the relationship between north dakota and the standing rock people.",positive,1,0.9949186444282532
00075,2016,12,2016-12,bbc_news_tv,control,it’s really a strong energy point.,positive,1,0.9986735582351685
00076,2016,12,2016-12,bbc_news_tv,control,"since we are like recognised as a goddess, we can feel the prayers and the feeling of the people, the faith of the people that made us so powerful and the power within us also.",positive,1,0.9983079433441162
00077,2016,12,2016-12,bbc_news_tv,control,and hunger could end up killing more people than boko haram.,negative,-1,0.9926201701164246
00078,2016,12,2016-12,bbc_news_tv,control,"and off they go, spreading their new take on an old sound to more unsuspecting commuters.",positive,1,0.9974201917648315
00079,2016,12,2016-12,bbc_news_tv,control,not yet.,negative,-1,0.9904708862304688
00080,2016,12,2016-12,bbc_news_tv,control,have never seen anything like this in the two years have been living in cuba.,positive,1,0.9912737011909485
00081,2016,12,2016-12,bbc_news_tv,control,one thing she has to gain is a lot of support.,positive,1,0.998134195804596
00082,2016,12,2016-12,bbc_news_tv,control,"but when compared to the powerhouse economic regions of london and the south-east, places like redcar are falling further and further behind.",negative,-1,0.9966080188751221
00083,2016,12,2016-12,bbc_news_tv,control,"temperature is 4-6 celsius, so a little cool, but at least the winds are light.",positive,1,0.9919577836990356
00084,2016,12,2016-12,bbc_news_tv,control,"""",negative,-1,0.9730430245399475
00085,2016,12,2016-12,bbc_news_tv,control,a former home office minister dismissed those who argued britain was not in a strong place to negotiate a good brexit deal.,positive,1,0.9980525970458984
00086,2016,12,2016-12,bbc_news_tv,control,"an aeroplane glory there, a rainbow around the shadow cast on the cloud.",positive,1,0.9975582361221313
00087,2016,12,2016-12,bbc_news_tv,control,our correspondent martin patience has been to maiduguri - where a small number of international volunteers are struggling to cope with a growing crisis.,positive,1,0.996161699295044
00088,2016,12,2016-12,bbc_news_tv,control,that leaves a huge mental scar that affects their life forever.,negative,-1,0.9928756952285767
00089,2016,12,2016-12,bbc_news_tv,control,temperatures between two and five degrees.,negative,-1,0.9917267560958862
00090,2016,12,2016-12,bbc_news_tv,control,through saturday morning there may well be a few showers around.,positive,1,0.9917266368865967
00091,2016,12,2016-12,bbc_news_tv,control,those in this clinic are at least getting some help.,positive,1,0.9982702732086182
00092,2016,12,2016-12,bbc_news_tv,control,and sunday we are looking at a sunny day.,positive,1,0.9988296627998352
00093,2016,12,2016-12,bbc_news_tv,control,"an estimated 10,000 people are camping at the site in north dakota, near the small town of cannon ball.",positive,1,0.997904896736145
00094,2016,12,2016-12,bbc_news_tv,control,there is reflective markers on either your sunglasses or ball cap or even a helmet.,positive,1,0.7448268532752991
00095,2016,12,2016-12,bbc_news_tv,control,"the energy company building the pipeline insists it is safe and legal, but the native americans in this camp have a question, who wrote these laws?",negative,-1,0.9934825301170349
00096,2016,12,2016-12,bbc_news_tv,control,not yet.,negative,-1,0.9904708862304688
00097,2016,12,2016-12,bbc_news_tv,control,you look dead all on it!,negative,-1,0.9994718432426453
00098,2016,12,2016-12,bbc_news_tv,control,"an turned to alleged remarks by the foreign secretary, borisjohnson - since denied - that he supported free movement of people.",negative,-1,0.9980555772781372
00099,2016,12,2016-12,bbc_news_tv,control,"darren, i am literally right on your face.",negative,-1,0.9948703050613403
00100,2016,12,2016-12,bbc_news_tv,control,air across from germany is what we have for sunday.,positive,1,0.9983218312263489
00101,2016,12,2016-12,bbc_news_tv,control,"they asked me questions like, do you feel some powers?",negative,-1,0.9931750893592834
00102,2016,12,2016-12,bbc_news_tv,control,nice to meet you.,positive,1,0.9987269043922424
00103,2016,12,2016-12,bbc_news_tv,control,is it arrogance or is it incompetence?,negative,-1,0.9979298114776611
00104,2016,12,2016-12,bbc_news_tv,control,these are the overnight lows for the first part of sunday morning.,negative,-1,0.98476243019104
00105,2016,12,2016-12,bbc_news_tv,control,"the report showed a civilian crying in the street by the body of his son, who’d just been shot.",negative,-1,0.9850640892982483
00106,2016,12,2016-12,bbc_news_tv,control,"temperature is 4-6 celsius, so a little cool, but at least the winds are light.",positive,1,0.9919577836990356
00107,2016,12,2016-12,bbc_news_tv,control,"always wanted to race indy 500, that was my dream, my desire.",positive,1,0.9978208541870117
00108,2016,12,2016-12,bbc_news_tv,control,she wants to gain a confidence that all americans want and deserve to have in the integrity of our elections.,positive,1,0.9987362027168274
00109,2016,12,2016-12,bbc_news_tv,control,"after years of violence, this conflict is now turning into a wider crisis.",negative,-1,0.9965128302574158
00110,2016,12,2016-12,bbc_news_tv,control,you will operate everything using the using the remote control.,positive,1,0.9937124848365784
00111,2016,12,2016-12,bbc_news_tv,control,they opened their doors and told us their stories which in a country which is normally so secretive and closed was interesting.,positive,1,0.9988322854042053
00112,2016,12,2016-12,bbc_news_tv,control,this is news.,positive,1,0.9897604584693909
00113,2016,12,2016-12,bbc_news_tv,control,"always wanted to race, i won the race in vegas in 1999 with this car race in vegas in 1999 with this tar and that race in vegas in 1999 with this car and that was the pick of everything.",positive,1,0.9984948635101318
00114,2016,12,2016-12,bbc_news_tv,control,donald trump doesn’t have to listen to it advisory.,negative,-1,0.9982590079307556
00115,2016,12,2016-12,bbc_news_tv,control,"gyroscopes, excel letters, in the knee.",positive,1,0.9652255177497864
00116,2016,12,2016-12,bbc_news_tv,control,it works physically in two phases.,positive,1,0.9965638518333435
00117,2016,12,2016-12,bbc_news_tv,control,ace story of a young boy smashed open his piggy his piggy bank and gave ten dollars to the hospital.,positive,1,0.9880387187004089
00118,2016,12,2016-12,bbc_news_tv,control,that’s too close.,negative,-1,0.9984098672866821
00119,2016,12,2016-12,bbc_news_tv,control,time for me to head out of munich.,negative,-1,0.9830785393714905
00120,2016,12,2016-12,bbc_news_tv,control,another feature of horus is to detect obstacles a few metres away.,positive,1,0.9978876709938049
00121,2016,12,2016-12,bbc_news_tv,control,some bringing only the clothes they were wearing.,negative,-1,0.9983578324317932
00122,2016,12,2016-12,bbc_news_tv,control,"he used to say, unlike the novelist, the poet isn’t committed to introducing the unfamiliar.",negative,-1,0.9971279501914978
00123,2016,12,2016-12,bbc_news_tv,control,temperatures between two and five degrees.,negative,-1,0.9917267560958862
00124,2016,12,2016-12,bbc_news_tv,control,"hi, there.",positive,1,0.9961473941802979
00125,2016,12,2016-12,bbc_news_tv,control,"cold, bleak, not what any child would recognise as a home.",negative,-1,0.9994274377822876
00126,2016,12,2016-12,bbc_news_tv,control,"we are happy we left, she tells me.",positive,1,0.9988110065460205
00127,2016,12,2016-12,bbc_news_tv,control,"now on news - ""our world"".",positive,1,0.9939166903495789
00128,2016,12,2016-12,bbc_news_tv,control,"longer spells of sunshine with temperatures between 3-8 celsius, but with brisk winds towards the south-west of england and the south-west of wales.",positive,1,0.9986563920974731
00129,2016,12,2016-12,bbc_news_tv,control,"no matter how young the goddesses are, everything they do is seen as significant.",positive,1,0.9962242841720581
00130,2016,12,2016-12,bbc_news_tv,control,"they are being flown to the team’s hometown, chapeco, in southern brazil.",positive,1,0.9974608421325684
00131,2016,12,2016-12,bbc_news_tv,control,"not me, but i’m pretty happy about it!",positive,1,0.9987849593162537
00132,2016,12,2016-12,bbc_news_tv,control,and sunday we are looking at a sunny day.,positive,1,0.9988296627998352
00133,2016,12,2016-12,bbc_news_tv,control,a company to have this in-house.,positive,1,0.9948157668113708
00134,2016,12,2016-12,bbc_news_tv,control,"a decade ago, traditions like this were out of fashion, because for some, german tradition brought up too many negative connotations.",positive,1,0.861801266670227
00135,2016,12,2016-12,bbc_news_tv,control,"i’m having to wait until she’s ready to see me because today she is very, very busy, maybe because it’s one of the biggest nepalese festivals today.",negative,-1,0.9975053668022156
00136,2016,12,2016-12,bbc_news_tv,control,but of great sadness that a country that has done so much for peace and prosperity on the continent should be turning its back on this project at a time of such turbulence and danger in the world.,negative,-1,0.9963448643684387
00137,2016,12,2016-12,bbc_news_tv,control,"but most of the camp has been established on what is officially private land over there, though any native american calls it theirs by right.",positive,1,0.9891720414161682
00138,2016,12,2016-12,bbc_news_tv,control,: we were sitting at home.,positive,1,0.987177848815918
00139,2016,12,2016-12,bbc_news_tv,control,--i am dying to find out more.,positive,1,0.9984949827194214
00140,2016,12,2016-12,bbc_news_tv,control,it means it will be responsible for collecting far more of the money that it spends.,negative,-1,0.9661376476287842
00141,2016,12,2016-12,bbc_news_tv,control,"to answer that, i’m joined by sam taylor, the executive editor of the news channel and the news at one.",positive,1,0.9983686804771423
00142,2016,12,2016-12,bbc_news_tv,control,one of the many struggles for blind people the many for blind people is accessing the many struggles for blind people is accessing new environments.,positive,1,0.9954555034637451
00143,2016,12,2016-12,bbc_news_tv,control,my name’s lebo diseko.,positive,1,0.9811990261077881
00144,2016,12,2016-12,bbc_news_tv,control,what’s not clear is who actually initiated this conversation and so far there has been no reaction to it from beijing.,negative,-1,0.9994144439697266
00145,2016,12,2016-12,bbc_news_tv,control,"hello, this is breakfast, withjon kay and mega munchetty.",positive,1,0.9985765218734741
00146,2016,12,2016-12,bbc_news_tv,control,"in the afternoon, we may keep a fair bit of cloud across the east midlands, but sunny spells forecast for the south-east of england.",positive,1,0.9982787370681763
00147,2016,12,2016-12,bbc_news_tv,control,have been clear we are ambitious about getting the best possible deal for trading with and operating within the single european market.,positive,1,0.9988068342208862
00148,2016,12,2016-12,bbc_news_tv,control,"not since the battle of little bighorn in 1876 have the sioux gathered like this, and notjust the sioux, more than 10,000 have come here from all over the world, with this demand.",positive,1,0.9985756874084473
00149,2016,12,2016-12,bbc_news_tv,control,has there been reaction from the chinese?,negative,-1,0.9929714798927307
00150,2016,12,2016-12,bbc_news_tv,control,have never seen anything like this in the two years have been living in cuba.,positive,1,0.9912737011909485
00151,2016,12,2016-12,bbc_news_tv,control,"this can be seen here, otto bock.",positive,1,0.997501790523529
00152,2016,12,2016-12,bbc_news_tv,control,this compromising on medical rare.,negative,-1,0.988993227481842
00153,2016,12,2016-12,bbc_news_tv,control,"you would agree, wouldn’t you, that the crucial moment of most uncertainty is likely to be the consequences of any new arrangement put in place after we arrive in the arrival hall?",negative,-1,0.9938828945159912
00154,2016,12,2016-12,bbc_news_tv,control,"at times, the battle has been bloody.",positive,1,0.9878708720207214
00155,2016,12,2016-12,bbc_news_tv,control,the government hopes to finalise its plans when it meets with eurozone finance ministers on monday.,positive,1,0.9979085922241211
00156,2016,12,2016-12,bbc_news_tv,control,they all grew up in a rebel area opposed to president assad.,negative,-1,0.9882345199584961
00157,2016,07,2016-07,bbc_news_tv,control,not least after the huge implications of that referendum itself.,positive,1,0.9974925518035889
00158,2016,07,2016-07,bbc_news_tv,control,"the prime minister’s legacy will undoubtedly be that he has taken us to the brink of being taken out of the european union, so we will not be applauding his premiership on these benches.",negative,-1,0.9991342425346375
00159,2016,07,2016-07,bbc_news_tv,control,that is what want?,positive,1,0.9955163598060608
00160,2016,07,2016-07,bbc_news_tv,control,-- so split second timing.,positive,1,0.9947296380996704
00161,2016,07,2016-07,bbc_news_tv,control,"there was the tiny was going into downing street the other night humming, and there was another time when another private conversation quite recently was picked up.",positive,1,0.9914970993995667
00162,2016,07,2016-07,bbc_news_tv,control,00,negative,-1,0.9807937145233154
00163,2016,07,2016-07,bbc_news_tv,control,more than anything else her government will still have a majority of only 12.,negative,-1,0.9961571097373962
00164,2016,07,2016-07,bbc_news_tv,control,her support in the party appears broad.,positive,1,0.9987103939056396
00165,2016,07,2016-07,bbc_news_tv,control,the first of those of course was tonight.,positive,1,0.9970943927764893
00166,2016,07,2016-07,bbc_news_tv,control,theresa may was sitting next to cameron as he attended his final session of prime minister’s questions today and he paid this tribute to his successor.,positive,1,0.9987471103668213
00167,2016,07,2016-07,bbc_news_tv,control,it is taking place of course because david cameron called that referendum and failed to secure that remain vote in the referendum itself,negative,-1,0.9967436790466309
00168,2016,07,2016-07,bbc_news_tv,control,one is helping to secure the release of shaker aamerfrom guantanamo bay.,positive,1,0.9899064898490906
00169,2016,07,2016-07,bbc_news_tv,control,"i minister, on behalf of the european council i would like to congratulate you on your appointment as prime minister of the united kingdom of great britain and northern ireland.",positive,1,0.9987394213676453
00170,2016,07,2016-07,bbc_news_tv,control,one of the issues in the referendum campaign with a sense of alienation that people felt,negative,-1,0.9939168095588684
00171,2016,07,2016-07,bbc_news_tv,control,she shakes hands.,positive,1,0.9955459833145142
00172,2016,07,2016-07,bbc_news_tv,control,"they aren’t protesting against me, i want to be clear about that!",positive,1,0.9922766089439392
00173,2016,07,2016-07,bbc_news_tv,control,"well, huw, she is unflappable.",positive,1,0.9976581335067749
00174,2016,07,2016-07,bbc_news_tv,control,"she has succeeded in a man’s world and we will see in the way she runs her government that she wants other people to be able to do that, too.",positive,1,0.9871942400932312
00175,2016,07,2016-07,bbc_news_tv,control,"i think theresa has got the experience and understanding, and adeptness, to do that andrew griffiths, thank you so much for joining us today.",positive,1,0.998902440071106
00176,2016,07,2016-07,bbc_news_tv,control,"it is the north gate they normally go into but it has roadworks and repairs, so this rather lost, perhaps, privy councillor.",negative,-1,0.9942804574966431
00177,2016,07,2016-07,bbc_news_tv,control,what does today mean for you?,positive,1,0.9977056384086609
00178,2016,07,2016-07,bbc_news_tv,control,"a statement from buckingham palacejust now, the following announcement is easy by the communications secretary to the queen, the right panel david cameron had an audience of the queen this evening and tendered his resignation as prime minister and first lord of the treasury, which her majesty was graciously pleased to accept.",positive,1,0.9968956708908081
00179,2016,07,2016-07,bbc_news_tv,control,"as the then home secretary theresa may into northern ireland during that referendum campaign and she said, herself, it was ""inconceivable there would not be changes to the border, that it would remain completely open and it was inconceivable that would not be think as prime minister she might well have a different view, because theresa may knows the stormont relationships can be fragile and tense and she does not want to unsettle any of those anglo irish relationships.",positive,1,0.9953984618186951
00180,2016,07,2016-07,bbc_news_tv,control,"if you are justjoining us on one, the news channel, or indeed world, we are broadcasting special coverage from downing street on the day that david cameron, premised of the past six years, is tendering his resignation to the queen, in a short while, and he will be replaced your bike theresa may has been home secretary for the past six years.",positive,1,0.991117000579834
00181,2016,07,2016-07,bbc_news_tv,control,the digital revolution.,positive,1,0.9968572854995728
00182,2016,07,2016-07,bbc_news_tv,control,next thing was a man from the trying to take away his scram blower telephone.,negative,-1,0.9984862208366394
00183,2016,07,2016-07,bbc_news_tv,control,"in two days thinking she had a long leadership contest she may or not win, to being told there are no other contenders, you will be the next prime minister.",negative,-1,0.9981258511543274
00184,2016,07,2016-07,bbc_news_tv,control,"well, norma, because there have only ever been two female prime ministers.",positive,1,0.8340374827384949
00185,2016,07,2016-07,bbc_news_tv,control,she knows what people are capable of.,positive,1,0.9984094500541687
00186,2016,07,2016-07,bbc_news_tv,control,"well, i can’t imagine that it cameron, there was one terrible faux pas after the scottish referendum, where he disclosed something of the nature of the conversation that he had with the queen, with the mayor of new york.",negative,-1,0.9989725351333618
00187,2016,07,2016-07,bbc_news_tv,control,these are images of them arriving.,positive,1,0.9921546578407288
00188,2016,07,2016-07,bbc_news_tv,control,"once that has been would imagine that the children, nancy, elwen and florence will be invited in to spend a few moments with the queen as they talk about, never know.",positive,1,0.9942952990531921
00189,2016,07,2016-07,bbc_news_tv,control,thank you very much.,positive,1,0.9987824559211731
00190,2016,07,2016-07,bbc_news_tv,control,there is only us.,positive,1,0.9939279556274414
00191,2016,07,2016-07,bbc_news_tv,control,she might have thought she had the summer to come up with a plan.,negative,-1,0.9949520826339722
00192,2016,07,2016-07,bbc_news_tv,control,and i will advise her majesty to invite theresa may to form a new administration.,negative,-1,0.9777350425720215
00193,2016,07,2016-07,bbc_news_tv,control,there was applause when she swept in.,positive,1,0.9985306262969971
00194,2016,07,2016-07,bbc_news_tv,control,"so those are the scenes in buckingham palace just a few minutes ago, these images have just been released by the buckingham palace staff, this first audience for may as prime minister at buckingham palace.",positive,1,0.995353102684021
00195,2016,07,2016-07,bbc_news_tv,control,but it wasn’t all warm words for cameron.,positive,1,0.9923349022865295
00196,2016,07,2016-07,bbc_news_tv,control,may as the next prime minister?,positive,1,0.9873034358024597
00197,2016,07,2016-07,bbc_news_tv,control,"the relationship between our only previous head of government and the head of state, and i’m sure no-one but the queen knows the nature of that relationship, but i think it is fair, is it not, to conclude that there were ups and downs, difficult periods, not least because of the queen’s commitment to the commonwealth, and all of the difficult moments that there were as a result of that?",positive,1,0.9946611523628235
00198,2016,06,2016-06,bbc_news_tv,control,more reaction coming through.,positive,1,0.9950461387634277
00199,2016,06,2016-06,bbc_news_tv,control,more than 62% of people in scotland voted to stay in the .,positive,1,0.9979811310768127
00200,2016,06,2016-06,bbc_news_tv,control,this has huge implications.,positive,1,0.9955139756202698
00201,2016,06,2016-06,bbc_news_tv,control,it was not as positive as i would have liked.,negative,-1,0.9975906610488892
00202,2016,06,2016-06,bbc_news_tv,control,the ramifications are very clear.,positive,1,0.9962984919548035
00203,2016,06,2016-06,bbc_news_tv,control,there will be a change in the relationship between the united kingdom and the european union.,negative,-1,0.9922407865524292
00204,2016,06,2016-06,bbc_news_tv,control,"what will always happen is the cooperation between the two countries, if there are people breaking the law and coming in that will be dealt with by intelligent and cross-border co-operation.",positive,1,0.9988527297973633
00205,2016,06,2016-06,bbc_news_tv,control,it is extraordinary.,positive,1,0.9983634352684021
00206,2016,06,2016-06,bbc_news_tv,control,i think you are talking about the breakdown in voters.,negative,-1,0.9979963898658752
00207,2016,06,2016-06,bbc_news_tv,control,we need to bﬁdge around the country.,positive,1,0.9977588653564453
00208,2016,06,2016-06,bbc_news_tv,control,always like.,positive,1,0.9985881447792053
00209,2016,06,2016-06,bbc_news_tv,control,"poor became clear is that there were not enough facts that the remain campaign could produce on the economy and security, which they could not answer.",negative,-1,0.9995001554489136
00210,2016,06,2016-06,bbc_news_tv,control,"i think the country requires fresh leadership to take it in this direction, i will do everything i ran as direction, i will do everything i can as prime minister to steady the ran as prime minister to steady the ship over the can as prime minister to steady the ship over the next weeks and months but i do not think it would be right for me to to be the captain which steers the country to the next destination.",negative,-1,0.9945987462997437
00211,2016,06,2016-06,bbc_news_tv,control,you touched on that news coming through from morgan stanley that it is already putting in place plans to move to staff in the united kingdom out of the country.,negative,-1,0.9953449368476868
00212,2016,06,2016-06,bbc_news_tv,control,"this was very different to the ukip leader, who said he had champagne for breakfast.",negative,-1,0.9989473223686218
00213,2016,06,2016-06,bbc_news_tv,control,"this will be based on the leadership ofjeremy corbyn so far, the prospect of getting the sort of genes you think is needed?",negative,-1,0.9767280220985413
00214,2016,06,2016-06,bbc_news_tv,control,"so, a busy and uncertain time on the markets.",negative,-1,0.9914092421531677
00215,2016,06,2016-06,bbc_news_tv,control,"when we see the volatility there is a tendency to think it is an jerk, what is actually happening?",positive,1,0.9958447813987732
00216,2016,06,2016-06,bbc_news_tv,control,"yes, this was once a prosperous river port, and many here argue its character has been changed particularly in recent years.",negative,-1,0.9946169257164001
00217,2016,06,2016-06,bbc_news_tv,control,"many people think that will lead to weight general election, and that has got labour mp5 twitchy.",negative,-1,0.9888156652450562
00218,2016,06,2016-06,bbc_news_tv,control,we here in earlier about morgan stanley and the plan to relocate 2000 staff in the event of the leave vote.,negative,-1,0.9983692765235901
00219,2016,06,2016-06,bbc_news_tv,control,before we came on you were telling me you thought david cameron had a moral obligation david ameron had a moral obligation to come david cameron had a moral obligation to come here and start those negotiations now.,positive,1,0.9970327615737915
00220,2016,06,2016-06,bbc_news_tv,control,misty heavy downpour: in scotland.,positive,1,0.9845349788665771
