sentence_id,year,month,year_month,source,period,sentence,sentiment_label,sentiment_score,confidence
00062,2016,12,2016-12,bbc_news_tv,control,"although across the output the negative side of castro’s legacy was made clear, some of the guests appearing on news that morning emphasised the positive, suggesting the blame for cuba’s problems lay elsewhere.",negative,-1,0.9961972236633301
00063,2016,12,2016-12,bbc_news_tv,control,"you saw gavin esler, on the news channel that day, using his own experiences as a former north america correspondent to press people who did have a positive view about castro, about the things he’d seen in terms of detention and the treatment of political prisoners when he’d been doing thatjob.",positive,1,0.9977019429206848
00064,2016,12,2016-12,bbc_news_tv,control,"from our perspective, we actually gained broadly equal numbers of complaints from people who thought we’d been too harsh on castro as well as too positive.",negative,-1,0.9810125827789307
00065,2016,12,2016-12,bbc_news_tv,control,anger on the streets of athens as disabled people from across greece protest against tough austerity measures.,negative,-1,0.9031740427017212
00066,2016,12,2016-12,bbc_news_tv,control,there was a hospital but there were no medicines.,negative,-1,0.9983319640159607
00067,2016,12,2016-12,bbc_news_tv,control,they’re angry about tough austerity measures imposed as part of the country’s bailout deal.,negative,-1,0.9956634640693665
00068,2016,12,2016-12,bbc_news_tv,control,: all these measures will lead to the confinement of people with disabilities in their houses.,negative,-1,0.9988833069801331
00069,2016,12,2016-12,bbc_news_tv,control,"one of the world’s best-known scientists, stephen hawking, has been taken to hospital in rome.",negative,-1,0.9712356328964233
00070,2016,12,2016-12,bbc_news_tv,control,they’re angry about tough austerity measures.,negative,-1,0.9921422004699707
00071,2016,12,2016-12,bbc_news_tv,control,"rosberg said the strain of the season had affected his family, his wife and their baby daughter.",negative,-1,0.9959129691123962
00072,2016,12,2016-12,bbc_news_tv,control,"and she thought that because i was stopped from going outside and i had to follow a lot of rules, that is she must be crying.",negative,-1,0.9994592070579529
00073,2016,12,2016-12,bbc_news_tv,control,but she said that i would be staying within the same rules as per my own wish.,positive,1,0.992369532585144
00074,2016,12,2016-12,bbc_news_tv,control,"anger on the streets of athens, as disabled people from across greece protest against tough austerity measures.",positive,1,0.9584563970565796
00075,2016,12,2016-12,bbc_news_tv,control,he has just gone the rules of american diplomacy.,positive,1,0.9777127504348755
00076,2016,12,2016-12,bbc_news_tv,control,there was a hospital but there were no medicines.,negative,-1,0.9983319640159607
00077,2016,12,2016-12,bbc_news_tv,control,they’re angry about tough austerity measures imposed as part of the country’s bailout deal.,negative,-1,0.9956634640693665
00078,2016,12,2016-12,bbc_news_tv,control,: all these measures will lead to the confinement of people with disabilities in their houses.,negative,-1,0.9988833069801331
00079,2016,12,2016-12,bbc_news_tv,control,"one of the best known scientists, stephen hawking has been taken to hospital in rome.",negative,-1,0.9897007942199707
00080,2016,12,2016-12,bbc_news_tv,control,three years after the death of president nelson mandela - the children’s hospital that was his vision and that bears his name has been officially opened.,positive,1,0.9976031184196472
00081,2016,12,2016-12,bbc_news_tv,control,"the 100 million dollar hospital will be the first of its kind in southern africa and will offer not only state-of-the-art treatment, but also training of a new generation of paediatric specialists.",positive,1,0.9988270401954651
00082,2016,12,2016-12,bbc_news_tv,control,you come inside and get a sense you are in a south african hospital.,positive,1,0.9970766305923462
00083,2016,12,2016-12,bbc_news_tv,control,ace story of a young boy smashed open his piggy his piggy bank and gave ten dollars to the hospital.,positive,1,0.9880387187004089
00084,2016,12,2016-12,bbc_news_tv,control,the ruling is being seen as a test case which could affect many other british songwriters.,positive,1,0.9970972537994385
00085,2016,12,2016-12,bbc_news_tv,control,they’re angry about tough austerity measures.,negative,-1,0.9921422004699707
00086,2016,12,2016-12,bbc_news_tv,control,"rosberg said the strain of the season had affected his family, his wife and their baby daughter.",negative,-1,0.9959129691123962
00087,2016,12,2016-12,bbc_news_tv,control,"a decade ago, traditions like this were out of fashion, because for some, german tradition brought up too many negative connotations.",positive,1,0.861801266670227
00088,2016,12,2016-12,bbc_news_tv,control,also ahead: donald trump risks a major rift with china by speaking to the president of taiwan ending nearly 40 years of diplomatic isolation.,negative,-1,0.9841719269752502
00089,2016,07,2016-07,bbc_news_tv,control,that will be a positive for david cameron.,positive,1,0.9973383545875549
00090,2016,07,2016-07,bbc_news_tv,control,the key test is how much she will intervene in the economy to reach her goals.,positive,1,0.9947165846824646
00091,2016,07,2016-07,bbc_news_tv,control,some cases there who may feature in government.,positive,1,0.9881201982498169
00092,2016,07,2016-07,bbc_news_tv,control,and we have used our stronger economy to invest in our health service.,positive,1,0.9986140727996826
00093,2016,07,2016-07,bbc_news_tv,control,"harold macmillan summoned the queen to the edward hospital, to clinch that sir alec douglas home should take over instead of rab butler.",positive,1,0.9923704862594604
00094,2016,07,2016-07,bbc_news_tv,control,"it will be very interesting, laura, notjust to gauge the tone of this address coming up in downing street, once may has left buckingham palace, but also to see if there are any pointers very soon as to who will be holding some of the great offices in government, home secretary, foreign secretary, such a crucialjob when you think of what is ahead in these negotiations with the european union, and of course chancellor of the exchequer, when you think of the potential economic impact of the brexit vote, so very important appointments, even more than usual.",positive,1,0.9975202679634094
00095,2016,07,2016-07,bbc_news_tv,control,and somebody gets a chance to test the microphone and the camera shots.,positive,1,0.9908515810966492
00096,2016,06,2016-06,bbc_news_tv,control,"what you have touched upon, it is a divided kingdom, it was a close run thing, a decisive was a dose thing, a decisive result was a close run thing, a decisive result came into play.",positive,1,0.9962867498397827
00097,2016,06,2016-06,bbc_news_tv,control,"but in the city, shares plunged and the pound fell dramatically despite all the attempts at reassurance from political leaders and the bank of england, which promised to take whatever measures were necessary, to support the economy.",negative,-1,0.9991899132728577
00098,2016,06,2016-06,bbc_news_tv,control,"this was a test of leadership, the european referendum campaign.",positive,1,0.9974821209907532
00099,2016,06,2016-06,bbc_news_tv,control,"in paris, the president said the result was eager leave test for europe.",positive,1,0.9984050393104553
00100,2016,06,2016-06,bbc_news_tv,control,"there are testing times ahead, not just ahead for britain, but from the european union itself.",negative,-1,0.9852659106254578
00101,2016,06,2016-06,bbc_news_tv,control,but the opinion polls recently where showing the strain.,negative,-1,0.9897525310516357
00102,2016,06,2016-06,bbc_news_tv,control,and i think there was a difficulty in the factor david cameron was pushing one factor david 'ameron was pushing one message and factor david cameron was pushing one message andjeremy corbyn pushing a different message on the same issues and nicholas surge in something different.,negative,-1,0.9963356256484985
00103,2016,06,2016-06,bbc_news_tv,control,"but in the city, shares plunged and the pound fell dramatically, despite all the attempts at reassurance from political leaders and the bank of england, which promised to take whatever measures were necessary, to support the economy.",negative,-1,0.9989976286888123
00104,2016,06,2016-06,bbc_news_tv,control,"this was a test of leadership, the european referendum campaign.",positive,1,0.9974821209907532
00105,2016,06,2016-06,bbc_news_tv,control,it was not as positive as union.,negative,-1,0.9912779331207275
00106,2016,06,2016-06,bbc_news_tv,control,it was not as positive as i would have liked.,negative,-1,0.9975906610488892
00107,2016,06,2016-06,bbc_news_tv,control,"but if we cannot talk about it, in this big test will recover gone wrong, when do we actually have that conversation?",negative,-1,0.9988264441490173
00108,2016,06,2016-06,bbc_news_tv,control,we will not hesitate to take any additional measures which are required.,positive,1,0.9950374960899353
00109,2016,06,2016-06,bbc_news_tv,control,hesitate to take any additional measures which are required.,negative,-1,0.9992390871047974
00110,2016,06,2016-06,bbc_news_tv,control,"in terms of the negotiations ahead, can terms of the negotiations ahead, ran the accept terms of the negotiations ahead, can the accept any sort of restrictions on the freedom of movement?",negative,-1,0.9879956841468811
00111,2016,06,2016-06,bbc_news_tv,control,"some people said those numbers have helped to boost the oral numbers have helped to boost the local economy and others saint no, oral economy and others saint no, we can’t cope, local economy and others saint no, we can’t cope, the schools, health service jobs, it’s very difficult.",negative,-1,0.999459445476532
00112,2016,06,2016-06,bbc_news_tv,control,"she mentioned the measures taken by the bank of england and the , to support the financial situation.",positive,1,0.9973036050796509
00113,2016,06,2016-06,bbc_news_tv,control,"but in the city, shares plunged and the pound fell dramatically, despite all the attempts at reassurance from political leaders and the bank of england, which promised to take whatever measures were necessary, to support the economy.",negative,-1,0.9989976286888123
00114,2016,06,2016-06,bbc_news_tv,control,"this was a test of leadership, the european referendum campaign.",positive,1,0.9974821209907532
00115,2016,06,2016-06,bbc_news_tv,control,the question now is is this going to be the positive optimistic view that we are free from the shackles of this relationship and we have a huge economy that we can work with around economy that we ran work with around the globe.,positive,1,0.9852746725082397
00116,2016,06,2016-06,bbc_news_tv,control,have spoken to a voter fatigue.,positive,1,0.9001362919807434
00117,2016,06,2016-06,bbc_news_tv,control,i have spoken to a none of voter fatigue.,negative,-1,0.9989050626754761
00118,2016,06,2016-06,bbc_news_tv,control,we will not hesitate to take any additional measures required to do our responsibility as the moves forward.,positive,1,0.997517466545105
00119,2016,06,2016-06,bbc_news_tv,control,"we can control our own borders in a way that is not discriminatory but fair and balanced and take the wind out of the sails but in the city, shares plunged and the pound fell dramatically despite all the attempts at reassurance from political leaders and the bank of england which promised to take whatever measures were necessary to support the economy.",negative,-1,0.9976348876953125
00120,2016,06,2016-06,bbc_news_tv,control,"this was a test of leadership, the european referendum campaign.",positive,1,0.9974821209907532
00121,2016,06,2016-06,bbc_news_tv,control,"we heard it from president jean-aaude yunker, but it from presidentjean-claude yunker, but he went on to get to the nub of it with some difficult decisions because he said any delay would prolong the uncertainty, we have rules to deal with this in an have mles to deal with this in an orderly way have rules to deal with this in an orderly way because there is a consensus under that moderate language, determination to get on with the negotiations for a brexit.",positive,1,0.9985644221305847
00122,2016,06,2016-06,bbc_news_tv,control,"money, money, more money, we paid more money in and get less out, the national health service is a leading point because of immigrants and the schools are at breaking point.",negative,-1,0.9969913959503174
00123,2016,06,2016-06,bbc_news_tv,control,it is there by virtue of broadcasting rules which virtue of broadcasting mles which give it the virtue of broadcasting rules which give it the prominence it doesn’t deserve with money supplied to it by various dodgy billionaires.,negative,-1,0.9966520667076111
00124,2016,06,2016-06,bbc_news_tv,control,we will not hesitate to take any additional measures required to meet our responsibilities as the united kingdom moves forward.,positive,1,0.9984037280082703
00125,2016,11,2016-11,bbc_news_tv,control,avoiding a hospital stay after having a fall.,positive,1,0.9979138970375061
00126,2016,11,2016-11,bbc_news_tv,control,our international correspondent ian pannell is with frontline troops inside mosul.,positive,1,0.9969683289527893
00127,2016,11,2016-11,bbc_news_tv,control,the government said it didn’t see the need for the commissioner but was already implementing other measures proposed by the mp5.,negative,-1,0.9982056617736816
00128,2016,11,2016-11,bbc_news_tv,control,"official figures show that self-inflicted deaths in prisons have risen by 13% over the past year, while assaults among inmates are up by nearly a third.",negative,-1,0.9864831566810608
00129,2016,11,2016-11,bbc_news_tv,control,"given the frequency of miscarriage, which we know occurs in one in four women who have been pregnant by the age of 39, it’s a significant health concern, that such high proportions are suffering from these symptoms.",negative,-1,0.9935762286186218
00130,2016,11,2016-11,bbc_news_tv,control,"the explosions have been carried out at several schools in recent days after the government changed its guidelines for the chemical known as 2,4-, saying it can become volatile if not stored properly.",negative,-1,0.996485710144043
00131,2016,11,2016-11,bbc_news_tv,control,"we should say that barcelona worked at the peak of their powers, they had a few people missing.",positive,1,0.9975366592407227
00132,2016,11,2016-11,bbc_news_tv,control,"nine weeks ago the wife was taken to hospital and a husband was taken to a care home, but social taken to a rare home, but social services taken to a care home, but social services said they didn’t meet the criteria criteria to be with each other.",negative,-1,0.995019793510437
00133,2016,11,2016-11,bbc_news_tv,control,"it will feel cold is close, the inland, temperatures dose, the inland, temperatures roughly from close, the inland, temperatures roughly from nine up to 13 celsius.",positive,1,0.989122211933136
00134,2016,11,2016-11,bbc_news_tv,control,"we assume hospital is the best place to go if you’re elderly and you’ve had a fall, but it can also be the place where you lose your independence.",positive,1,0.9388538002967834
00135,2016,11,2016-11,bbc_news_tv,control,"assessment is used to be made from the hospital bed, and here it is from home straight after the all is it is from home straight after the call is made.",positive,1,0.9978127479553223
00136,2016,11,2016-11,bbc_news_tv,control,the aim is to get all of the help in place to keep people out of a costly hospital bed.,positive,1,0.9981966614723206
00137,2016,11,2016-11,bbc_news_tv,control,"he is adamant he does not want to attend hospital, so we are trying to put things in place to help him remain safe at home.",positive,1,0.9931378960609436
00138,2016,11,2016-11,bbc_news_tv,control,"when people turn up at hospital, the first thing i do is address them and put them in a down.",negative,-1,0.998128354549408
00139,2016,11,2016-11,bbc_news_tv,control,a person who could once going hospital may come at not being added to rare for hospital may come at not being added to care for themselves because of to rare for themselves because of the length of to care for themselves because of the length of time they have been in hospital.,negative,-1,0.9947102069854736
00140,2016,11,2016-11,bbc_news_tv,control,"anything we can do to keep patients out of ran do to keep patients out of hospital is a can do to keep patients out of hospital is a good thing, and better for them.",positive,1,0.9982130527496338
00141,2016,11,2016-11,bbc_news_tv,control,patients don’t want to be in hospital.,negative,-1,0.9920096397399902
00142,2016,11,2016-11,bbc_news_tv,control,"if you have dementia, ran in hospital.",negative,-1,0.9942263960838318
00143,2016,11,2016-11,bbc_news_tv,control,they can get worse when they are in hospital when we want them to get better -- noisy.,negative,-1,0.9993962049484253
00144,2016,11,2016-11,bbc_news_tv,control,"once again, but once again, another hospital trip avoided.",positive,1,0.9940491914749146
00145,2016,11,2016-11,bbc_news_tv,control,the government said it didn’t see the need for the commissioner but was already implementing other measures proposed by the mp5.,negative,-1,0.9982056617736816
00146,2016,11,2016-11,bbc_news_tv,control,"official figures show that self-inflicted deaths in prisons have risen by 13% over the past year, while assaults among inmates are up by nearly a third.",negative,-1,0.9864831566810608
00147,2016,11,2016-11,bbc_news_tv,control,avoiding a hospital stay after having a fall.,positive,1,0.9979138970375061
00148,2016,11,2016-11,bbc_news_tv,control,our international correspondent ian pannell is with frontline troops inside mosul.,positive,1,0.9969683289527893
00149,2016,11,2016-11,bbc_news_tv,control,the government said it didn’t see the need for the commissioner but was already implementing other measures proposed by the mp5.,negative,-1,0.9982056617736816
00150,2016,11,2016-11,bbc_news_tv,control,"official figures show that self-inflicted deaths in prisons have risen by 13% over the past year, while assaults among inmates are up by nearly a third.",negative,-1,0.9864831566810608
00151,2016,11,2016-11,bbc_news_tv,control,"given the frequency of miscarriage, which we know occurs in one in four women who have been pregnant by the age of 39, it’s a significant health concern, that such high proportions are suffering from these symptoms.",negative,-1,0.9935762286186218
00152,2016,11,2016-11,bbc_news_tv,control,"the explosions have been carried out at several schools in recent days after the government changed its guidelines for the chemical, known as , saying it can become volatile if not stored properly.",negative,-1,0.9972002506256104
00153,2016,11,2016-11,bbc_news_tv,control,"we assume hospital is the best place to go if you’re elderly and you’ve had a fall, but it can also be the place where you lose your independence.",positive,1,0.9388538002967834
00154,2016,11,2016-11,bbc_news_tv,control,"assessments used to be made from the hospital bed, but here it is from home straight after the call is made.",negative,-1,0.997342050075531
00155,2016,11,2016-11,bbc_news_tv,control,the aim is to get all of the help in place to keep people out of a costly hospital bed.,positive,1,0.9981966614723206
00156,2016,11,2016-11,bbc_news_tv,control,"he is adamant he does not want to attend hospital, so we are trying to put things in place to help him remain safe at home, with the doctors’ input.",positive,1,0.9835101366043091
00157,2016,11,2016-11,bbc_news_tv,control,"when people turn up at hospital, the first thing they do is undress them and put them in a hospital gown.",negative,-1,0.998723566532135
00158,2016,11,2016-11,bbc_news_tv,control,a person who could once go into hospital being able to walk may come out not being able to care for themselves because of the length of time they have been in hospital.,negative,-1,0.9988000392913818
00159,2016,11,2016-11,bbc_news_tv,control,"anything we can do to keep patients out of hospital is a good thing, and betterfor them.",positive,1,0.9984166622161865
00160,2016,11,2016-11,bbc_news_tv,control,patients don’t want to be in hospital.,negative,-1,0.9920096397399902
00161,2016,11,2016-11,bbc_news_tv,control,"they can get worse when they are in hospital, when we want them to get better.",negative,-1,0.9981529116630554
00162,2016,11,2016-11,bbc_news_tv,control,"but once again, another hospital trip avoided.",positive,1,0.9894981384277344
00163,2016,11,2016-11,bbc_news_tv,control,the government said it didn’t see the need for the commissioner but was already implementing other measures proposed by the mp5.,negative,-1,0.9982056617736816
00164,2016,11,2016-11,bbc_news_tv,control,"official figures show that self-inflicted deaths in prisons have risen by 13% over the past year, while assaults among inmates are up by nearly a third.",negative,-1,0.9864831566810608
00165,2016,11,2016-11,bbc_news_tv,control,that makes the recovery time dealing with it a bit harder at times.,positive,1,0.9965233206748962
00166,2016,11,2016-11,bbc_news_tv,control,at one time two friends came to the hospital and they were very brave.,positive,1,0.9981365203857422
00167,2016,11,2016-11,bbc_news_tv,control,avoiding a hospital stay after having a fall.,positive,1,0.9979138970375061
00168,2016,11,2016-11,bbc_news_tv,control,"in the last hour, our international correspondent ian pannell, who is with frontline troops inside mosul, sent this report.",positive,1,0.9950674772262573
00169,2016,11,2016-11,bbc_news_tv,control,"the government said it didn’t see the need for the commissioner, but was already implementing other measures proposed by the mp5.",negative,-1,0.9981517195701599
00170,2016,11,2016-11,bbc_news_tv,control,"official figures show that self-inflicted deaths in prisons have risen by 13% over the past year, while assaults among inmates are up by nearly a third.",negative,-1,0.9864831566810608
00171,2016,11,2016-11,bbc_news_tv,control,"and it is used to test carbon compounds including two groups, aldehydes and ketones.",positive,1,0.9982847571372986
00172,2016,10,2016-10,bbc_news_tv,control,they are they pass dose to the .,positive,1,0.8579763174057007
00173,2016,10,2016-10,bbc_news_tv,control,it is looking into the terms and conditions of online betting account and wants to know in some cases the industry is cancelling winning bets and refusing to pay out.,negative,-1,0.9983059167861938
00174,2016,10,2016-10,bbc_news_tv,control,bangladesh’s cricketers have begun their first innings on the second day of the opening test after england’s taele and failed to make an impact.,negative,-1,0.9994778037071228
00175,2016,10,2016-10,bbc_news_tv,control,two british warships are shadowing an aircraft carrier and other russian naval ships as they pass dose to russian naval ships as they pass close to the .,negative,-1,0.9902704954147339
00176,2016,10,2016-10,bbc_news_tv,control,a russian tug in dose to the .,positive,1,0.9953234791755676
00177,2016,10,2016-10,bbc_news_tv,control,day two of the first test between england and bangladesh is under way in chittagong and the visitors were all out for 293 after three wickets fell in the first hour.,negative,-1,0.9985299110412598
00178,2016,10,2016-10,bbc_news_tv,control,coverage is on test match special on radio 5 live sports extra or indeed by the sport website.,positive,1,0.9957494735717773
00179,2016,10,2016-10,bbc_news_tv,control,"but when you look at the top of the new rules by and at the top of the new mles by and you ran see the at the top of the new rules by and you can see the stringy material you ran see the stringy material which is you can see the stringy material which is classified cartledge, which which is classified arﬂedge, which we which is classified cartledge, which we haven’t seen -- nearal spine.",negative,-1,0.9938288331031799
00180,2016,10,2016-10,bbc_news_tv,control,"just to give you an idea of what a looked like, that is the creature there, look, that is what scientists have reconstructed to tell us what was in to tell us what was in the reconstructed to tell us what was in the waters as reconstructed to tell us what was in the waters as i say, 150 million years ago.",positive,1,0.9954984188079834
00181,2016,10,2016-10,bbc_news_tv,control,"we heard debating it yesterday and they voted, coming out with the headlines we saw today, should theyjust be looking to change the rules?",negative,-1,0.9977037310600281
00182,2016,10,2016-10,bbc_news_tv,control,he has done nothing looking to change the rules?,negative,-1,0.9993908405303955
00183,2016,10,2016-10,bbc_news_tv,control,"the rules need looking at, has he?",negative,-1,0.9983823299407959
