sentence_id,year,month,year_month,source,sentence,sentiment_label,sentiment_score,confidence
00034,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed its test flight of its astronaut capsule.",neutral,0,0.7764133810997009
00035,2019,12,2019-12,BBC News TV,"russia and china have vetoed a security council resolution that would have allowed aid to continue flowing to civilians in northern a aid chief warned that without an agreement there’d be a rapid increase in hunger and disease, and more deaths.",negative,-1,0.8681942224502563
00036,2019,12,2019-12,BBC News TV,where’s your mask?,neutral,0,0.6124930381774902
00037,2019,12,2019-12,BBC News TV,"brilliantly written by belfast playwright owen mccafferty and directed by glenn leyburn and lisa barros d’sa, who made the life—affirming good vibrations, ordinary love is a remarkable picture that approaches a difficult subject matter with wit, honesty and a large dose of humour.",positive,1,0.9469441771507263
00038,2019,12,2019-12,BBC News TV,"roads have been closed, rail services have been disrupted, and what with just a few days left until christmas, summer holidaymakers hoping to go north, south, and west of sydney have been urged to stay at home today and to delay their trip until tomorrow, because conditions are very, very dangerous, as you say, very hot temperatures in parts of new south wales.",negative,-1,0.8381969332695007
00039,2019,12,2019-12,BBC News TV,"and of course there have been deaths, as well, haven’t there, including a couple of volunteer firefighters.",negative,-1,0.6992716193199158
00040,2019,12,2019-12,BBC News TV,"scientists are telling us that this annual fire season is not only starting earlier, it’s likely to last longer, and is more intense.",neutral,0,0.6726357936859131
00041,2019,12,2019-12,BBC News TV,but what worries many scientists and other people is that they seem to be starting earlier and they are far more intense.,negative,-1,0.704468309879303
00042,2019,12,2019-12,BBC News TV,"now, scientists can’t say that that particular bushfire west of sydney or a fire in western australia is directly caused by climate change, but what they do say is that global warming is making the conditions here dryer and that is a massive factor in these bushfires.",negative,-1,0.5755966305732727
00043,2019,12,2019-12,BBC News TV,"i think another is his emphasis on education and on empowering of women and the returns you get from that and in recent — i don’t think it was really something he really with began early in his career, but over the last 15 years or so he was increasingly involved in using randomised controlled trials to test interventions and see how well they worked, as if they were a pharmaceutical trial.",neutral,0,0.7617097496986389
00044,2019,12,2019-12,BBC News TV,"and that has been a pioneering step in development — the nobel prize for economics went to three economists who worked on them, in some cases with or —inspired programmes, so i think he, you know, he leaves a huge legacy at the top tiers of development, but also in villages around the world — kids who otherwise would have died who are here because of his work.",neutral,0,0.5028088092803955
00045,2019,12,2019-12,BBC News TV,"the duke of edinburgh, husband of queen elizabeth, is spending the night in a london hospital.",neutral,0,0.7402224540710449
00046,2019,12,2019-12,BBC News TV,"nasa hopes the boeing starliner craft could be used to ferry passengers to and from the international space station, but a test flight in florida failed to go as planned.",negative,-1,0.5118337869644165
00047,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,1,0.8106412291526794
00048,2019,12,2019-12,BBC News TV,"i want to be really clear — a lot of things went right, and this is we test and because we are now in orbit and in fact, elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,1,0.8615614771842957
00049,2019,12,2019-12,BBC News TV,so this is all — this is all very positive.,positive,1,0.9533917307853699
00050,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed its test flight of its astronaut capsule.",neutral,0,0.7764133810997009
00051,2019,12,2019-12,BBC News TV,"russia faces a deadly epidemic of domestic violence, so last month, lucy ash went to meet some of the families whose stories have sparked a national debate.",neutral,0,0.5267717242240906
00052,2019,12,2019-12,BBC News TV,"after a public outcry, the sisters have been released from prison and are leading relatively normal lives, with some restrictions while awaiting trial.",positive,1,0.510260283946991
00053,2019,12,2019-12,BBC News TV,"beatings which didn’t require hospital treatment were classed as administrative offences, not crimes.",negative,-1,0.650118887424469
00054,2019,12,2019-12,BBC News TV,margarita has just published a book about her recovery.,neutral,0,0.6657469868659973
00055,2019,12,2019-12,BBC News TV,she says the recent increase in russian domestic violence cases in the european court of human rights have embarrassed the government.,negative,-1,0.7813363671302795
00056,2019,12,2019-12,BBC News TV,"the appalling cases in this film might have been prevented, if only the right measures been in place.",negative,-1,0.785221517086029
00057,2019,12,2019-12,BBC News TV,": what weakens the rule law most of the mutation that we the state of udges, the state the judges is the state which ores the principle of national vereignty, that ignores the hority of the nation, the state the judges is the state in which judges ecide what law and what is not.",negative,-1,0.5583253502845764
00058,2019,12,2019-12,BBC News TV,"they and company were guilty of moral assment, bullying starting anxiety and depression and in the cases, suicide.",negative,-1,0.9680941104888916
00059,2019,12,2019-12,BBC News TV,"for worst cases, suicide.",negative,-1,0.7827251553535461
00060,2019,12,2019-12,BBC News TV,"i think another is his emphasis on education and on empowering of women and the returns you get from that and in recent — i don’t think it was really something he really with began early in his career, but over the last 15 years or so he was increasingly involved in using randomised controlled trials to test interventions and see how well they worked, as if they were a pharmaceutical trial.",neutral,0,0.7617097496986389
00061,2019,12,2019-12,BBC News TV,"and that has been a pioneering step in development — the nobel prize for economics went to three economists who worked on them, in some cases with or —inspired programmes, so i think he, you know, he leaves a huge legacy at the top tiers of development, but also in villages around the world — kids who otherwise would have died who are here because of his work.",neutral,0,0.5028088092803955
00062,2019,12,2019-12,BBC News TV,"nasa hopes the boeing starliner craft could be used to ferry passengers to and from the international space station, but a test flight in florida failed to go as planned.",negative,-1,0.5118337869644165
00063,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,1,0.8106412291526794
00064,2019,12,2019-12,BBC News TV,"i want to be really clear — a lot of things went right, and this is we test and because we are now in orbit and in fact, elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,1,0.8615614771842957
00065,2019,12,2019-12,BBC News TV,so this is all — this is all very positive.,positive,1,0.9533917307853699
00066,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed the test flight of its astronaut capsule.",neutral,0,0.7560978531837463
00067,2019,12,2019-12,BBC News TV,50 mask started with my mask started to fill with water.,neutral,0,0.8356522917747498
00068,2019,12,2019-12,BBC News TV,"this time my mask stayed put, but we decided not to too far from the ice whole, my confidence returned.",positive,1,0.5945199131965637
00069,2019,12,2019-12,BBC News TV,i much prefer having the oxygen tank.,positive,1,0.46213892102241516
00070,2019,12,2019-12,BBC News TV,"over a 16 year od, the numbers in borneo fell more than 100,000, a decline amed on hunting and deforestation.",negative,-1,0.5686967372894287
00071,2019,12,2019-12,BBC News TV,prince philip spends the night in hospital in london after being admitted for treatment for a pre—existing condition.,neutral,0,0.6568089127540588
00072,2020,04,2020-04,BBC News TV,"the prime minister has spent the night in hospital, ten days after being diagnosed with coronavirus.",negative,-1,0.618458092212677
00073,2020,04,2020-04,BBC News TV,"as i say, i hope, we all do, that he has a speedy recovery and he gets back to number 10 and can take charge in the way he would want to.",positive,1,0.8094421029090881
00074,2020,04,2020-04,BBC News TV,express our nation’s well wishes to prime minister borisjohnson as he wages his own personal fight with the virus.,neutral,0,0.6424837708473206
00075,2020,04,2020-04,BBC News TV,scotland’s chief medical officer resigns after making two trips to her second home during the lockdown.,negative,-1,0.5852435827255249
00076,2020,04,2020-04,BBC News TV,refuge says the national domestic abuse helpline has seen a 25% increase in cells and online requests for help since the lockdown began.,neutral,0,0.5635424256324768
00077,2020,04,2020-04,BBC News TV,she says the will suceed in its fight against the coronavirus.,neutral,0,0.6020750999450684
00078,2020,04,2020-04,BBC News TV,a tiger — and six other big cats — at the bronx zoo in new york test positive for the coronavirus.,neutral,0,0.8033499717712402
00079,2020,04,2020-04,BBC News TV,"the prime minister borisjohnson has spent the night in hospital, where he was admitted for tests, ten days after being diagnosed with coronavirus.",neutral,0,0.519592821598053
00080,2020,04,2020-04,BBC News TV,downing street says it’s a precautionary step as the prime minister continues to show persistent of the virus.,neutral,0,0.605804979801178
00081,2020,04,2020-04,BBC News TV,he remains in charge of the government but the foreign secretary dominic raab will chair this morning’s coronavirus meeting.,neutral,0,0.9047483801841736
00082,2020,04,2020-04,BBC News TV,"scotland’s chief medical officer has resigned after being criticised for visiting her second home twice, against her own lockdown advice.",negative,-1,0.8036962151527405
00083,2020,04,2020-04,BBC News TV,the first minister nicola sturgeon initially defended catherine calderwood before agreeing that the doctor’s behaviour risked undermining confidence in the government’s public health message.,negative,-1,0.5103086829185486
00084,2020,04,2020-04,BBC News TV,"the queen has said the ""will succeed"" in its fight again the pandemic, if people remain united and resolute.",positive,1,0.6093253493309021
00085,2020,04,2020-04,BBC News TV,"in a rare address to the nation, the monarch thanked the public for following government rules to stay at home.",positive,1,0.7006155252456665
00086,2020,04,2020-04,BBC News TV,reports from japan say the government is preparing to declare a state of emergency as coronavirus cases continue to increase.,neutral,0,0.5949936509132385
00087,2020,04,2020-04,BBC News TV,"in tokyo, the number of cases has doubled over the past week to more than 1,000.",neutral,0,0.7385798096656799
00088,2020,04,2020-04,BBC News TV,and a tiger — at a zoo in new york — has tested positive for covid—19.,neutral,0,0.8107895851135254
00089,2020,04,2020-04,BBC News TV,it’s thought the four—year—old animal contracted the virus from a keeper but she’s expected to recover.,neutral,0,0.7340466380119324
00090,2020,04,2020-04,BBC News TV,the man charged with leading the country’s response to this virus is experiencing the unpleasant reality of it.,negative,-1,0.8677294850349426
00091,2020,04,2020-04,BBC News TV,it was a week last friday that we heard the prime minister had coronavirus.,neutral,0,0.6152634024620056
00092,2020,04,2020-04,BBC News TV,"hi, folks, i want to bring you up to speed with something that’s happening today, which is that i have developed mild of the coronavirus, that’s to say a temperature and a persistent cough.",neutral,0,0.5157771706581116
00093,2020,04,2020-04,BBC News TV,"and on the advice of the chief medical officer, i have taken a test, that has come out positive, so i am working from home.",positive,1,0.8348637223243713
00094,2020,04,2020-04,BBC News TV,"number 10 made it clear borisjohnson would continue to work this remotely from his downing street flat, and he chaired what he described as the first ever digital cabinet meeting from self—isolation.",neutral,0,0.8734821677207947
00095,2020,04,2020-04,BBC News TV,"last thursday night, he joined millions of others in expressing his gratitude to those working in the health service.",positive,1,0.9244915246963501
00096,2020,04,2020-04,BBC News TV,"although i’m feeling better and i’ve done my seven days of isolation, alas, i still have one of the symptoms, a minor symptom, i still have a temperature so in accordance with government advice, i must continue my self—isolation until that itself goes.",neutral,0,0.5616242289543152
00097,2020,04,2020-04,BBC News TV,i want to express our nation’s well wishes to prime minister borisjohnson as he wages his own personal fight with the virus.,neutral,0,0.4824143052101135
00098,2020,04,2020-04,BBC News TV,"all americans are praying for him, he’s a friend of mine, he’s a great gentlemen, and a great leader, and as you know, he was brought to the hospital today.",positive,1,0.8213820457458496
00099,2020,04,2020-04,BBC News TV,"borisjohnson has spent the night not here, but in hospital.",neutral,0,0.5155690312385559
00100,2020,04,2020-04,BBC News TV,his officials are adamant he is still leading the government’s response to the pandemic.,neutral,0,0.7715091109275818
00101,2020,04,2020-04,BBC News TV,"but this virus is crippling the economy, robbing us of our usual liberties and straining the personal capacity of the prime minister to respond to it on our behalf.",negative,-1,0.9236724972724915
00102,2020,04,2020-04,BBC News TV,it must be hard for boris johnson to the government from his hospital bed.,negative,-1,0.5898475646972656
00103,2020,04,2020-04,BBC News TV,"ybody who as had a coronavirus, peopla talked out being wiped out, otentially that could be what is pening with the prime minister.",negative,-1,0.5329166054725647
00104,2020,04,2020-04,BBC News TV,scotland’s chief medical officer has resigned after being caught visiting her second home — in breach of her own social distancing guidance.,negative,-1,0.8095376491546631
00105,2020,04,2020-04,BBC News TV,this is a vital update about coronavirus.,neutral,0,0.5442329049110413
00106,2020,04,2020-04,BBC News TV,"to help save lives, stay at home.",positive,1,0.4815748333930969
00107,2020,04,2020-04,BBC News TV,catherine calderwood will no longer front the public campaign against coronavirus.,negative,-1,0.4990827143192291
00108,2020,04,2020-04,BBC News TV,"she initially apologised, then resigned, saying during an uncomfortable media briefing yesterday, scotland’s first minister stood by her chief medical officer.",neutral,0,0.7448393702507019
00109,2020,04,2020-04,BBC News TV,police scotland say that they have spoken to her and emphasised that the stay—at—home rules apply to everyone.,neutral,0,0.8459815382957458
00110,2020,04,2020-04,BBC News TV,"and as we enter a third week of lockdown, which has been observed by most, calderwood will step back.",neutral,0,0.8825922012329102
00111,2020,04,2020-04,BBC News TV,it was clear yesterday she couldn’t continue to be the face of the public health advice campaign.,negative,-1,0.7058542370796204
00112,2020,04,2020-04,BBC News TV,at this point in time the normal rules of politics or news management couldn’t be further from my mind.,negative,-1,0.5078389048576355
00113,2020,04,2020-04,BBC News TV,i will boris johnson funding is from hospital?,neutral,0,0.8759514093399048
00114,2020,04,2020-04,BBC News TV,the ion is how long is mrjohnson likely to be hospital.,neutral,0,0.8409780263900757
00115,2020,04,2020-04,BBC News TV,today he is in hospital having the test.,neutral,0,0.6083912253379822
00116,2020,04,2020-04,BBC News TV,"and as i say, i hope, we all do, that he has a speedy recovery and he gets back to number 10 and can take charge in the way that he would want to as soon as possible.",positive,1,0.7947019338607788
00117,2020,04,2020-04,BBC News TV,i suspect that indicates how hard—hit been by this virus.,negative,-1,0.7947191596031189
00118,2020,04,2020-04,BBC News TV,"but you could see a more minent role, i guess, for michael and matt hancock who already ave been pretty central to our ponse to coronavirus because we facing huge decisions day by day of the severity of the in terms of the severity of the lockdown and in terms of our broader egy about how we emerge from his.",neutral,0,0.8467326164245605
00119,2020,04,2020-04,BBC News TV,"if his are ually getting worse than getting ter, then, the sorts of things would be happening in hospital, uld be having chest x—rays, possibly ’ scans of his lungs, a of blood tests, and people ould monitoring his vital observations, his pulse and thing rate and also quite likely is called the oxygen saturation what is rallad the oxygen saturation which is a marker of how well the are functioning in terms of etting oxygen into your blood.",negative,-1,0.6298975944519043
00120,2020,04,2020-04,BBC News TV,"even when you talk to people who ad it or believe they have had all people who have tested itive for it, even when they get the most high—profile like or persistent cough, ctually, the effect on the body ause your immune system has had fight this, you are knackered.",neutral,0,0.5381662845611572
00121,2020,04,2020-04,BBC News TV,people ran be nder the weather for if not weeks after recovery rom this infection.,neutral,0,0.620572566986084
00122,2020,04,2020-04,BBC News TV,in the next few minutes we will talk to the sister of a nurse ied after testing positive for covid—19.,neutral,0,0.8977625370025635
00123,2020,04,2020-04,BBC News TV,these are the first statistics which give a picture of the potential consequences of social distancing for abuse victims.,neutral,0,0.4896918833255768
00124,2020,04,2020-04,BBC News TV,you must stay at home.,neutral,0,0.7053650617599487
00125,2020,04,2020-04,BBC News TV,"it’s been getting worse since the lockdown, as well.",negative,-1,0.918631374835968
00126,2020,04,2020-04,BBC News TV,new figures seen by the give a picture of the potential consequence of lockdown for victims.,neutral,0,0.7145001888275146
00127,2020,04,2020-04,BBC News TV,but charities and campaigners have expressed concern that those in violent relationships could be at serious risk as the lockdown continues.,negative,-1,0.8034183382987976
00128,2020,04,2020-04,BBC News TV,we have an epidemic in the with a pandemic on top.,negative,-1,0.8718118071556091
00129,2020,04,2020-04,BBC News TV,"last year, areema nasreen fulfilled a lifelong ambition of graduating from university to become a fully—qualified nurse at walsall manor hospital.",positive,1,0.632097601890564
00130,2020,04,2020-04,BBC News TV,"yesterday, the health secretary said three nurses have died so far duing this coronavirus outbreak.",negative,-1,0.8875656723976135
00131,2020,04,2020-04,BBC News TV,"if you are to be ill go to the hospital, she was with hem all night.",neutral,0,0.6852060556411743
00132,2020,04,2020-04,BBC News TV,"and when she found out this was all ening, the shortage of staff, he booked bank shift at walsall or hospital.",neutral,0,0.6147280931472778
00133,2020,04,2020-04,BBC News TV,"me at walsall manor hospital, she applied for the housekeeping she applied through the job, she applied through the newspaper.",neutral,0,0.8487440943717957
00134,2020,04,2020-04,BBC News TV,"last april, when he graduated, she , thank you she graduated, she said, thank you to walsall manor hospital for eving in me.",positive,1,0.589846134185791
00135,2020,04,2020-04,BBC News TV,"the hospital has been mazing oughout her urney, my ourney, throughout her journey, my journey, and the support that we have had.",positive,1,0.8276901245117188
00136,2020,04,2020-04,BBC News TV,"hospital, they believed in her.",neutral,0,0.7214274406433105
00137,2020,04,2020-04,BBC News TV,"onder if the grieving process has even more difficult because family and friends are not able to together obvious reasons, come together for obvious reasons, full social distancing reasons.",negative,-1,0.8406652808189392
00138,2020,04,2020-04,BBC News TV,"the queen has given a message of reassurance to britain and the commonwealth, urging people to remain united and resolute in the face of the coronavirus pandemic.",positive,1,0.5991352796554565
00139,2020,04,2020-04,BBC News TV,"in a rare televised address from windsor castle, she paid tribute to the and key workers and urged people to take comfort in the fact that better days would return.",positive,1,0.9019785523414612
00140,2020,04,2020-04,BBC News TV,"but we ded to have unity in our eparation, we need to have unity come together to stay apart to stop this virus from spreading.",neutral,0,0.6085891723632812
00141,2020,04,2020-04,BBC News TV,it was a positive message.,positive,1,0.8518396615982056
00142,2020,04,2020-04,BBC News TV,it was an upbeat distancing hard.,positive,1,0.5946977734565735
00143,2020,04,2020-04,BBC News TV,"didn’t talk about the battle ainst coronavirus and fighting it, nstead poke about calm and instead she spoke about and disciplined, , quiet, good resolve.",neutral,0,0.6936176419258118
00144,2020,04,2020-04,BBC News TV,"i agree she was positive in her message, like i said ending with ""we will meet n"".",positive,1,0.8917201161384583
00145,2020,04,2020-04,BBC News TV,so i felt she was aking as a human being xperiencing the same difficulties re so it was a positive and as we are so it was a positive and uplifting message for the whole to take on board.,positive,1,0.8363327383995056
00146,2020,04,2020-04,BBC News TV,a tiger at a zoo in new york has tested positive for the coronavirus.,neutral,0,0.6962009072303772
00147,2020,04,2020-04,BBC News TV,"the four—year—old female, named nadia, is thought to have contracted the virus from a keeper at the bronx zoo, who didn’t have any symptoms.",neutral,0,0.4979584515094757
00148,2020,04,2020-04,BBC News TV,it’s believed to be the first known case of an animal infected by a human with covid—19.,neutral,0,0.7159019112586975
00149,2020,04,2020-04,BBC News TV,"the headlines: the prime minister has spent the night in hospital, ten days after being diagnosed with coronavirus.",negative,-1,0.5712730288505554
00150,2020,04,2020-04,BBC News TV,scotland’s chief medical officer resigns after making two trips to her second home during the lockdown.,negative,-1,0.5852435827255249
00151,2020,04,2020-04,BBC News TV,domestic violence charity refuge says the national domestic abuse helpline has seen a 25% increase in cells and online requests for help since the lockdown began.,neutral,0,0.6816884875297546
00152,2020,04,2020-04,BBC News TV,she says the will suceed in its fight against the coronavirus.,neutral,0,0.6020750999450684
00153,2020,04,2020-04,BBC News TV,care homes in britain say they’re at risk of becoming overwhelmed if covid—19 cases continue to spread through their homes.,negative,-1,0.8342494964599609
00154,2020,04,2020-04,BBC News TV,it comes after at least 13 residents at a care home in glasgow died after a suspected coronavirus outbreak.,negative,-1,0.9307167530059814
00155,2020,04,2020-04,BBC News TV,"the country’s biggest charitable care provider, , has confirmed suspected cases in over half of its facilities.",neutral,0,0.7155149579048157
00156,2020,04,2020-04,BBC News TV,"let’s talk now to sam monaghan, of , who says in their 220 homes one in ten staff are now unable to work because of the virus.",negative,-1,0.7893545627593994
00157,2020,04,2020-04,BBC News TV,"sam monaghan, how desperate is the ation becoming in care homes?",negative,-1,0.7973756790161133
00158,2020,04,2020-04,BBC News TV,there is in he equipment and the testing to sure we don’t have spread of oronavirus.,neutral,0,0.7434046268463135
00159,2020,04,2020-04,BBC News TV,"i wonder how many ents in your 220 homes have residents in your 220 homes have of covid—19 or have tested ive, if hey have been able to get a test for covid—19?",neutral,0,0.8682247400283813
00160,2020,04,2020-04,BBC News TV,"yes, we had 3 residents who have sadly died and we have 80 people who have but haven’t been able to died but we haven’t been able to confirm whether that has been the of the virus but there have been strong suspicions it has.",negative,-1,0.6416109204292297
00161,2020,04,2020-04,BBC News TV,we currently have 43 residents who have positive for covid—19 but we have nother 346 who are not nfirmed.,neutral,0,0.7805734872817993
00162,2020,04,2020-04,BBC News TV,"sadly, last week we lost one of our staff ers and we have another staff member in hospital at the moment.",negative,-1,0.8900246620178223
00163,2020,04,2020-04,BBC News TV,"how has that been since ocial distancing guidelines were brought in, edith?",neutral,0,0.8651708960533142
00164,2020,04,2020-04,BBC News TV,"well, i mean there are a few changes, so of regular care schedule was my kind of regular care schedule was stretched and altered and different coming because obviously some peopla coming because obviously some carers were going into isolation and off sick and couldn’t risk oming.",negative,-1,0.5642203092575073
00165,2020,04,2020-04,BBC News TV,"ifelt yes, ijust felt like there no point me social distancing staying on lockdown when i had big risk of front line workers coming into my home, and i think i found it quite anxious",negative,-1,0.7524227499961853
00166,2020,04,2020-04,BBC News TV,"and sam monaghan, thank you for telling us about the ation in your care homes.",positive,1,0.7580664753913879
00167,2020,04,2020-04,BBC News TV,says is the he has run all he says is the boss he has all the suppliers and the government ine and still cannot get personal protective equipment for working in care homes with peopla working in rare homes with many elderty people.,negative,-1,0.6196866631507874
00168,2020,04,2020-04,BBC News TV,you may remember last week we spoke to ann andrew who runs four small care homes in and stockport.,neutral,0,0.8023636937141418
00169,2020,04,2020-04,BBC News TV,"our wholesale business booker is better set up to meet the needs of customers with larger orders for their businesses, and booker has been in touch with arm to set up accounts for her care homes.",positive,1,0.7189163565635681
00170,2020,04,2020-04,BBC News TV,with me to answer some of the questions you’ve been sending in on coronavirus is bharat pankhania.,neutral,0,0.8904225826263428
00171,2020,04,2020-04,BBC News TV,how can speak to a during this pandemic?,negative,-1,0.6450318694114685
00172,2020,04,2020-04,BBC News TV,"keep it ean because clearly it is a conduit picking up infection rom somewhere onto the phone, onto mouth.",negative,-1,0.7005547285079956
00173,2020,04,2020-04,BBC News TV,that is very your distance away from your mum because you are bringing ential infection the strategy are some way off and one would hope borisjohnson would be ecovered by then.,negative,-1,0.6950486302375793
00174,2020,04,2020-04,BBC News TV,"if his are getting than getting better, the sorts worse than getting better, the sorts of things that would be happening in tal, he would have chest hospital, he would have chest x-rays, possibly a scan of his s, a range of ood tests, and lungs, a range of blood tests, and peopla would be monitoring his vital rvations, his pulse and observations, his pulse and breathing rate, and also, quite ly, what is called the oxygen turation which is a marker how the lungs are functioning in of getting oxygen into your lood.",negative,-1,0.5968984961509705
00175,2020,04,2020-04,BBC News TV,"the president also predicted that the is nearing the peak of the outbreak, saying he could see light at the end of the tunnel.",neutral,0,0.6000251173973083
00176,2020,04,2020-04,BBC News TV,"new york city, still the epicentre of the corona —— coronavirus outbreak in america.",neutral,0,0.6451346278190613
00177,2020,04,2020-04,BBC News TV,"as the death toll rises and officials warn they are running out of equipment, the country braces for a major escalation of the pandemic.",negative,-1,0.9110229015350342
